Type,Word,Prior Polarity
strongsubj,triumphal,positive
strongsubj,triumphant,positive
strongsubj,triumphant,positive
strongsubj,triumphantly,positive
strongsubj,trivial,negative
strongsubj,trivial,negative
strongsubj,trivialize,negative
strongsubj,trivially,negative
weaksubj,trouble,negative
strongsubj,trouble,negative
weaksubj,trouble,negative
weaksubj,trouble,negative
strongsubj,troublemaker,negative
strongsubj,troublemaker,negative
strongsubj,troublesome,negative
strongsubj,troublesome,negative
strongsubj,troublesomely,negative
strongsubj,troubling,negative
strongsubj,troublingly,negative
weaksubj,truant,negative
strongsubj,truculent,positive
strongsubj,truculently,positive
strongsubj,TRUE,positive
strongsubj,truly,positive
strongsubj,trump,positive
strongsubj,trumpet,positive
weaksubj,trust,positive
weaksubj,trust,positive
weaksubj,trust,positive
strongsubj,trusting,positive
strongsubj,trustingly,positive
strongsubj,trustworthiness,positive
strongsubj,trustworthy,positive
strongsubj,truth,positive
strongsubj,truthful,positive
strongsubj,truthfully,positive
strongsubj,truthfulness,positive
weaksubj,try,negative
weaksubj,trying,negative
weaksubj,tumultuous,negative
weaksubj,turbulent,negative
strongsubj,turmoil,negative
strongsubj,twinkly,positive
strongsubj,twist,negative
strongsubj,twist,negative
strongsubj,twisted,negative
weaksubj,twists,negative
weaksubj,twists,negative
strongsubj,tyrannical,negative
strongsubj,tyrannically,negative
strongsubj,tyranny,negative
strongsubj,tyrant,negative
strongsubj,ugh,negative
strongsubj,ugliness,negative
strongsubj,ugliness,negative
strongsubj,ugly,negative
strongsubj,ulterior,negative
strongsubj,ultimate,positive
strongsubj,ultimately,positive
strongsubj,ultimatum,negative
strongsubj,ultimatums,negative
strongsubj,ultimatums,negative
strongsubj,ultra,positive
strongsubj,ultra-hardline,negative
strongsubj,ultra-hardline,negative
strongsubj,unabashed,positive
strongsubj,unabashedly,positive
weaksubj,unable,negative
strongsubj,unacceptable,negative
strongsubj,unacceptablely,negative
weaksubj,unaccustomed,negative
strongsubj,unanimous,positive
strongsubj,unassailable,positive
strongsubj,unassailable,positive
strongsubj,unattractive,negative
weaksubj,unaudited,neutral
weaksubj,unauthentic,negative
weaksubj,unavailable,negative
weaksubj,unavoidable,negative
weaksubj,unavoidably,negative
weaksubj,unbiased,positive
strongsubj,unbearable,negative
strongsubj,unbearablely,negative
strongsubj,unbelievable,negative
strongsubj,unbelievably,negative
strongsubj,unbosom,positive
weaksubj,unbound,positive
weaksubj,unbroken,positive
weaksubj,uncertain,negative
strongsubj,uncivil,negative
strongsubj,uncivilized,negative
strongsubj,uncivilized,negative
strongsubj,unclean,negative
weaksubj,unclear,negative
weaksubj,uncollectible,negative
weaksubj,uncomfortable,negative
strongsubj,uncommon,positive
strongsubj,uncommonly,positive
weaksubj,uncompetitive,negative
strongsubj,uncompromising,negative
strongsubj,uncompromisingly,negative
strongsubj,unconcerned,positive
weaksubj,unconditional,positive
weaksubj,unconfirmed,negative
weaksubj,unconstitutional,negative
weaksubj,uncontrolled,negative
weaksubj,unconventional,positive
strongsubj,unconvincing,negative
strongsubj,unconvincingly,negative
strongsubj,uncouth,negative
strongsubj,undaunted,positive
weaksubj,undecided,negative
weaksubj,undefined,negative
strongsubj,undependability,negative
strongsubj,undependable,negative
strongsubj,underdog,negative
strongsubj,underdog,negative
strongsubj,underestimate,negative
strongsubj,underlings,negative
strongsubj,underlings,negative
strongsubj,undermine,negative
weaksubj,underpaid,negative
strongsubj,understand,positive
strongsubj,understandable,positive
weaksubj,understanding,positive
weaksubj,understanding,positive
strongsubj,understood,positive
strongsubj,understate,positive
strongsubj,understated,positive
strongsubj,understatedly,positive
strongsubj,undesirable,negative
weaksubj,undetermined,negative
weaksubj,undid,negative
strongsubj,undignified,negative
strongsubj,undisputable,positive
strongsubj,undisputably,positive
weaksubj,undisputed,positive
weaksubj,undo,negative
weaksubj,undocumented,negative
weaksubj,undone,negative
strongsubj,undoubted,positive
strongsubj,undoubtedly,positive
strongsubj,undue,negative
strongsubj,unease,negative
strongsubj,unease,negative
strongsubj,uneasily,negative
strongsubj,uneasiness,negative
strongsubj,uneasiness,negative
strongsubj,uneasy,negative
weaksubj,uneconomical,negative
weaksubj,unencumbered,positive
strongsubj,unequal,negative
strongsubj,unequivocal,positive
strongsubj,unequivocal,positive
strongsubj,unequivocally,positive
strongsubj,unethical,negative
weaksubj,uneven,negative
weaksubj,uneventful,negative
weaksubj,unexpected,negative
strongsubj,unexpectedly,negative
weaksubj,unexplained,negative
strongsubj,unfair,negative
strongsubj,unfairly,negative
strongsubj,unfaithful,negative
strongsubj,unfaithfully,negative
weaksubj,unfamiliar,negative
strongsubj,unfavorable,negative
strongsubj,unfazed,positive
strongsubj,unfeeling,negative
strongsubj,unfettered,positive
weaksubj,unfinished,negative
strongsubj,unfit,negative
weaksubj,unforeseen,negative
strongsubj,unforgettable,positive
strongsubj,unfortunate,negative
strongsubj,unfortunately,negative
strongsubj,unfounded,negative
strongsubj,unfriendly,negative
weaksubj,unfulfilled,negative
weaksubj,unfunded,negative
strongsubj,ungrateful,negative
strongsubj,ungovernable,negative
strongsubj,ungovernable,negative
strongsubj,unhappily,negative
strongsubj,unhappiness,negative
strongsubj,unhappy,negative
weaksubj,unhealthy,negative
weaksubj,uniform,positive
weaksubj,uniformly,positive
strongsubj,unilateralism,negative
strongsubj,unilateralism,negative
strongsubj,unimaginable,negative
strongsubj,unimaginably,negative
strongsubj,unimportant,negative
weaksubj,uninformed,negative
weaksubj,uninsured,negative
strongsubj,unipolar,negative
strongsubj,unipolar,negative
weaksubj,unique,positive
weaksubj,unity,positive
weaksubj,unity,positive
weaksubj,universal,positive
strongsubj,unjust,negative
strongsubj,unjustifiable,negative
strongsubj,unjustifiably,negative
weaksubj,unjustified,negative
strongsubj,unjustly,negative
strongsubj,unkind,negative
strongsubj,unkindly,negative
strongsubj,unlamentable,negative
strongsubj,unlamentably,negative
weaksubj,unlawful,negative
weaksubj,unlawfully,negative
weaksubj,unlawfulness,negative
weaksubj,unlawfulness,negative
strongsubj,unleash,negative
weaksubj,unlicensed,negative
weaksubj,unlikely,negative
weaksubj,unlimited,positive
strongsubj,unlucky,negative
weaksubj,unmoved,negative
weaksubj,unnatural,negative
strongsubj,unnaturally,negative
weaksubj,unnecessary,negative
weaksubj,unneeded,negative
strongsubj,unnerve,negative
strongsubj,unnerved,negative
strongsubj,unnerving,negative
strongsubj,unnervingly,negative
weaksubj,unnoticed,negative
weaksubj,unobserved,negative
strongsubj,unorthodox,negative
strongsubj,unorthodoxy,negative
strongsubj,unparalleled,positive
strongsubj,unpleasant,negative
strongsubj,unpleasantries,negative
strongsubj,unpleasantries,negative
strongsubj,unpopular,negative
strongsubj,unprecedent,negative
strongsubj,unprecedented,negative
weaksubj,unpredictable,negative
weaksubj,unprepared,negative
strongsubj,unpretentious,positive
weaksubj,unproductive,negative
weaksubj,unprofitable,negative
strongsubj,unqualified,negative
strongsubj,unquestionable,positive
strongsubj,unquestionably,positive
strongsubj,unravel,negative
strongsubj,unravel,negative
weaksubj,unraveled,negative
strongsubj,unrealistic,negative
strongsubj,unreasonable,negative
weaksubj,unreasonable,negative
strongsubj,unreasonably,negative
strongsubj,unrelenting,negative
strongsubj,unrelenting,negative
strongsubj,unrelentingly,negative
strongsubj,unreliability,negative
strongsubj,unreliability,negative
strongsubj,unreliable,negative
weaksubj,unresolved,negative
strongsubj,unrest,negative
weaksubj,unrestricted,positive
strongsubj,unruly,negative
weaksubj,unsafe,negative
weaksubj,unsatisfactory,negative
strongsubj,unsavory,negative
weaksubj,unscathed,positive
strongsubj,unscrupulous,negative
strongsubj,unscrupulously,negative
strongsubj,unseemly,negative
strongsubj,unselfish,positive
strongsubj,unsettle,negative
weaksubj,unsettled,negative
strongsubj,unsettling,negative
strongsubj,unsettlingly,negative
weaksubj,unskilled,negative
strongsubj,unsophisticated,negative
strongsubj,unsound,negative
strongsubj,unspeakable,negative
strongsubj,unspeakablely,negative
weaksubj,unspecified,negative
weaksubj,unstable,negative
weaksubj,unsteadily,negative
weaksubj,unsteadiness,negative
weaksubj,unsteady,negative
weaksubj,unsuccessful,negative
weaksubj,unsuccessfully,negative
weaksubj,unsupported,negative
weaksubj,unsure,negative
strongsubj,unsuspecting,negative
weaksubj,unsustainable,negative
strongsubj,untenable,negative
weaksubj,untested,negative
strongsubj,unthinkable,negative
strongsubj,unthinkably,negative
strongsubj,untimely,negative
weaksubj,untouched,positive
weaksubj,untrained,positive
strongsubj,untrue,negative
strongsubj,untrustworthy,negative
strongsubj,untruthful,negative
weaksubj,unusual,negative
strongsubj,unusually,negative
strongsubj,unwanted,negative
strongsubj,unwarranted,negative
strongsubj,unwelcome,negative
strongsubj,unwieldy,negative
strongsubj,unwilling,negative
strongsubj,unwillingly,negative
strongsubj,unwillingness,negative
strongsubj,unwise,negative
strongsubj,unwisely,negative
strongsubj,unworkable,negative
strongsubj,unworthy,negative
strongsubj,unyielding,negative
strongsubj,upbeat,positive
strongsubj,upbraid,negative
weaksubj,upfront,positive
weaksubj,upgrade,positive
strongsubj,upheaval,negative
strongsubj,upheld,positive
strongsubj,uphold,positive
weaksubj,uplift,positive
strongsubj,uplifting,positive
strongsubj,upliftingly,positive
strongsubj,upliftment,positive
strongsubj,upliftment,positive
weaksubj,upright,positive
weaksubj,uprising,negative
strongsubj,uproar,negative
strongsubj,uproarious,negative
strongsubj,uproariously,negative
strongsubj,uproarous,negative
strongsubj,uproarously,negative
weaksubj,uproot,negative
weaksubj,upscale,positive
weaksubj,upset,negative
weaksubj,upset,negative
strongsubj,upsetting,negative
strongsubj,upsetting,negative
strongsubj,upsettingly,negative
strongsubj,upside,positive
strongsubj,upside,positive
weaksubj,upward,positive
strongsubj,urge,positive
strongsubj,urgency,negative
strongsubj,urgency,negative
weaksubj,urgent,negative
weaksubj,urgent,negative
weaksubj,urgently,negative
weaksubj,usable,positive
weaksubj,useful,positive
weaksubj,usefulness,positive
weaksubj,useless,negative
strongsubj,usurp,negative
strongsubj,usurper,negative
weaksubj,utilitarian,positive
strongsubj,utmost,positive
strongsubj,utter,negative
strongsubj,utterances,neutral
strongsubj,utterances,neutral
strongsubj,utterly,negative
strongsubj,uttermost,positive
strongsubj,vagrant,negative
weaksubj,vague,negative
weaksubj,vague,negative
weaksubj,vagueness,negative
strongsubj,vain,negative
strongsubj,vainly,negative
strongsubj,valiant,positive
strongsubj,valiantly,positive
weaksubj,valid,positive
weaksubj,validity,positive
strongsubj,valor,positive
weaksubj,valuable,positive
strongsubj,valuable,positive
weaksubj,value,positive
weaksubj,values,positive
weaksubj,values,positive
weaksubj,vanish,negative
weaksubj,vanity,negative
strongsubj,vanquish,positive
weaksubj,vast,positive
weaksubj,vastly,positive
weaksubj,vastness,positive
strongsubj,vehement,negative
strongsubj,vehemently,negative
strongsubj,venerable,positive
strongsubj,venerably,positive
weaksubj,venerate,positive
strongsubj,vengeance,negative
strongsubj,vengeful,negative
strongsubj,vengefully,negative
strongsubj,vengefulness,negative
strongsubj,venom,negative
strongsubj,venom,negative
strongsubj,venomous,negative
strongsubj,venomously,negative
strongsubj,vent,negative
strongsubj,vent,negative
weaksubj,verifiable,positive
strongsubj,veritable,positive
weaksubj,versatile,positive
weaksubj,versatility,positive
weaksubj,very,neutral
strongsubj,vestiges,negative
strongsubj,vestiges,negative
strongsubj,veto,negative
strongsubj,veto,negative
strongsubj,vex,negative
strongsubj,vex,negative
strongsubj,vexation,negative
strongsubj,vexing,negative
strongsubj,vexingly,negative
weaksubj,viable,positive
weaksubj,viability,positive
strongsubj,vibrant,positive
strongsubj,vibrantly,positive
strongsubj,vice,negative
strongsubj,vicious,negative
strongsubj,viciously,negative
strongsubj,viciousness,negative
strongsubj,victimize,negative
weaksubj,victorious,positive
weaksubj,victory,positive
weaksubj,victory,positive
strongsubj,vie,negative
strongsubj,view,neutral
strongsubj,view,neutral
strongsubj,view,neutral
strongsubj,viewpoints,neutral
strongsubj,viewpoints,neutral
strongsubj,views,neutral
strongsubj,views,neutral
weaksubj,vigilance,positive
weaksubj,vigilant,positive
weaksubj,vigilant,positive
weaksubj,vigorous,positive
weaksubj,vigorously,positive
strongsubj,vile,negative
strongsubj,vileness,negative
strongsubj,vilify,negative
strongsubj,villainous,negative
strongsubj,villainously,negative
strongsubj,villains,negative
strongsubj,villains,negative
strongsubj,villian,negative
strongsubj,villianous,negative
strongsubj,villianously,negative
strongsubj,villify,negative
strongsubj,vindicate,positive
strongsubj,vindictive,negative
strongsubj,vindictively,negative
strongsubj,vindictiveness,negative
weaksubj,vintage,positive
strongsubj,violate,negative
weaksubj,violation,negative
strongsubj,violator,negative
strongsubj,violator,negative
weaksubj,violent,negative
weaksubj,violently,negative
weaksubj,viper,negative
strongsubj,virtue,positive
strongsubj,virtuous,positive
strongsubj,virtuously,positive
strongsubj,virulence,negative
strongsubj,virulent,negative
strongsubj,virulently,negative
strongsubj,virus,negative
strongsubj,virus,negative
